b,k,periodo,estabilidad
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.5),3,"Inestable porque existe landa = [-8.53882, -8.53881]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.5),4,"Inestable porque existe landa = [-2.98404, -2.98403]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.5),5,"Inestable porque existe landa = [77.7069, 77.707]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.75),3,"Inestable porque existe landa = [-8.65109, -8.65108]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.75),4,"Inestable porque existe landa = [-3.18181, -3.1818]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44),2,"Inestable porque existe landa = [-9.83757, -9.83756]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44),3,"Inestable porque existe landa = [-8.76209, -8.76208]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44),4,"Inestable porque existe landa = [38.8285, 38.8286]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44),5,"Inestable porque existe landa = [-577.305, -577.304]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.25),2,"Inestable porque existe landa = [-9.88637, -9.88636]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.25),3,"Inestable porque existe landa = [-8.87184, -8.87183]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.25),4,"Inestable porque existe landa = [-3.57115, -3.57114]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.25),5,"Inestable porque existe landa = [2579.85, 2579.86]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.5),2,"Inestable porque existe landa = [-9.93463, -9.93462]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.5),3,"Inestable porque existe landa = [-8.98035, -8.98034]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.5),4,"Inestable porque existe landa = [-3.76275, -3.76274]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.5),5,"Inestable porque existe landa = [83.9943, 83.9944]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.75),2,"Inestable porque existe landa = [-9.98235, -9.98234]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.75),4,"Inestable porque existe landa = [-3.95232, -3.95231]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-44.75),5,"Inestable porque existe landa = [85.5444, 85.5445]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-45),2,"Inestable porque existe landa = [-10.0296, -10.0295]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-45),3,"Inestable porque existe landa = [59.5845, 59.5846]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-45),4,"Inestable porque existe landa = [-4.13989, -4.13987]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-45),5,"Inestable porque existe landa = [-605.945, -605.944]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-12.25),2,"Estable porque existe landa = [0.497239, 0.49724]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-13),2,"Estable porque existe landa = [-0.747069, -0.747068]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-13.75),2,"Inestable porque existe landa = [-1.40377, -1.40376]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-13.75),4,"Estable porque existe landa = [-0.799692, -0.799691]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-14.25),2,"Inestable porque existe landa = [-1.60422, -1.60421]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-14.5),2,"Inestable porque existe landa = [-1.64819, -1.64818]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-15),2,"Inestable porque existe landa = [-1.64287, -1.64286]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-15.25),2,"Inestable porque existe landa = [-1.59992, -1.59991]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-15.5),2,"Inestable porque existe landa = [-1.53371, -1.5337]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-15.5),4,"Estable porque existe landa = [-0.290389, -0.290388]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-15.75),2,"Inestable porque existe landa = [-1.44656, -1.44655]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-16),2,"Inestable porque existe landa = [-1.3405, -1.34049]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-16.25),2,"Inestable porque existe landa = [-1.21735, -1.21733]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-16.25),4,"Estable porque existe landa = [0.266035, 0.266037]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-16.5),2,"Inestable porque existe landa = [-1.0787, -1.07869]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-16.75),2,"Estable porque existe landa = [-0.926017, -0.926016]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-17),2,"Estable porque existe landa = [-0.760653, -0.760652]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-17.25),2,"Estable porque existe landa = [-0.583883, -0.583882]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-17.5),2,"Estable porque existe landa = [-0.397009, -0.397008]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-17.75),2,"Estable porque existe landa = [-0.201503, -0.201502]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-18),2,"Estable porque existe landa = [0.000671149, 0.00067115]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-18.25),2,"Estable porque existe landa = [0.206233, 0.206234]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-18.75),2,"Estable porque existe landa = [0.586016, 0.586017]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-19),2,"Estable porque existe landa = [0.678428, 0.678429]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-19.25),2,"Estable porque existe landa = [0.6099, 0.609901]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-19.5),2,"Estable porque existe landa = [0.438759, 0.43876]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-19.75),2,"Estable porque existe landa = [0.235454, 0.235455]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-20),2,"Estable porque existe landa = [0.023811, 0.0238111]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-20.25),2,"Estable porque existe landa = [-0.188604, -0.188603]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-20.5),2,"Estable porque existe landa = [-0.398957, -0.398956]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-20.75),2,"Estable porque existe landa = [-0.606048, -0.606047]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-21),2,"Estable porque existe landa = [-0.80934, -0.809339]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-21.25),2,"Inestable porque existe landa = [-1.00861, -1.00859]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-21.25),4,"Estable porque existe landa = [0.965668, 0.965669]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-21.5),2,"Inestable porque existe landa = [-1.20376, -1.20374]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-21.5),4,"Estable porque existe landa = [0.223615, 0.223616]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-21.75),2,"Inestable porque existe landa = [-1.3948, -1.39479]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-22),4,"Inestable porque existe landa = [-1.01072, -1.01071]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-22.25),2,"Inestable porque existe landa = [-1.76477, -1.76476]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-22.5),2,"Inestable porque existe landa = [-1.94386, -1.94385]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-22.75),2,"Inestable porque existe landa = [-2.11915, -2.11914]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-23),2,"Inestable porque existe landa = [-2.29073, -2.29072]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-23.25),2,"Inestable porque existe landa = [-2.45871, -2.4587]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-23.5),2,"Inestable porque existe landa = [-2.62318, -2.62317]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24),2,"Inestable porque existe landa = [-2.94202, -2.94201]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24),4,"Inestable porque existe landa = [5.67534, 5.67535]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24),5,"Inestable porque existe landa = [8.97099, 8.971]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24.25),2,"Inestable porque existe landa = [-3.09658, -3.09657]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24.5),2,"Inestable porque existe landa = [-3.24802, -3.24801]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24.5),3,"Inestable porque existe landa = [2.1944, 2.19441]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24.75),2,"Inestable porque existe landa = [-3.39643, -3.39642]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24.75),3,"Estable porque existe landa = [-0.833839, -0.833838]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-24.75),5,"Inestable porque existe landa = [-18.3808, -18.3807]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25),2,"Inestable porque existe landa = [-3.5419, -3.54189]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25),3,"Inestable porque existe landa = [-1.1265, -1.12649]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.25),2,"Inestable porque existe landa = [-3.68451, -3.6845]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.25),3,"Inestable porque existe landa = [7.24641, 7.24642]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.25),5,"Inestable porque existe landa = [-37.7196, -37.7195]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.5),2,"Inestable porque existe landa = [-3.82434, -3.82433]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.5),3,"Inestable porque existe landa = [-1.2418, -1.24179]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.75),2,"Inestable porque existe landa = [-3.96148, -3.96147]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.75),3,"Inestable porque existe landa = [-1.18849, -1.18848]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-25.75),4,"Inestable porque existe landa = [-61.7906, -61.7905]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-26),2,"Inestable porque existe landa = [-4.096, -4.09599]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-26),3,"Inestable porque existe landa = [-1.0927, -1.09269]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-26.25),2,"Inestable porque existe landa = [-4.22797, -4.22796]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-26.25),3,"Estable porque existe landa = [-0.966123, -0.966122]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-26.5),3,"Estable porque existe landa = [-0.816529, -0.816527]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-26.75),3,"Estable porque existe landa = [-0.649467, -0.649465]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27),2,"Inestable porque existe landa = [-4.60929, -4.60927]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27),3,"Estable porque existe landa = [-0.469291, -0.469289]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27.25),2,"Inestable porque existe landa = [-4.73175, -4.73174]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27.25),3,"Estable porque existe landa = [-0.279868, -0.279867]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27.5),3,"Estable porque existe landa = [-0.0853533, -0.0853532]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27.5),4,"Inestable porque existe landa = [-97.0845, -97.0844]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27.75),2,"Inestable porque existe landa = [-4.97007, -4.97006]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-27.75),3,"Estable porque existe landa = [0.108533, 0.108534]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28),2,"Inestable porque existe landa = [-5.08605, -5.08604]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28),3,"Estable porque existe landa = [0.291678, 0.29168]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28.25),2,"Inestable porque existe landa = [-5.19999, -5.19998]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28.25),3,"Estable porque existe landa = [0.442936, 0.442938]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28.5),2,"Inestable porque existe landa = [-5.31193, -5.31192]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28.5),3,"Inestable porque existe landa = [20.0752, 20.0753]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28.75),2,"Inestable porque existe landa = [-5.42193, -5.42192]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-28.75),3,"Estable porque existe landa = [0.485918, 0.48592]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-29),3,"Inestable porque existe landa = [21.7213, 21.7214]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-29.25),2,"Inestable porque existe landa = [-5.6363, -5.63629]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-29.25),3,"Estable porque existe landa = [0.177078, 0.17708]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-29.5),2,"Inestable porque existe landa = [-5.74077, -5.74076]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-29.5),3,"Estable porque existe landa = [-0.0229597, -0.0229596]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-29.75),2,"Inestable porque existe landa = [-5.84348, -5.84347]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-29.75),3,"Estable porque existe landa = [-0.231778, -0.231777]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30),2,"Inestable porque existe landa = [-5.94449, -5.94448]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30),3,"Estable porque existe landa = [-0.443801, -0.4438]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30.25),3,"Estable porque existe landa = [-0.656318, -0.656317]_com con |landa| < 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30.5),2,"Inestable porque existe landa = [-6.14155, -6.14154]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30.5),3,"Inestable porque existe landa = [26.3633, 26.3634]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30.75),2,"Inestable porque existe landa = [-6.23768, -6.23766]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30.75),3,"Inestable porque existe landa = [-1.07777, -1.07776]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-30.75),4,"Inestable porque existe landa = [-159.193, -159.192]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31),2,"Inestable porque existe landa = [-6.33226, -6.33225]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31),3,"Inestable porque existe landa = [-1.28546, -1.28545]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31.25),3,"Inestable porque existe landa = [-1.4907, -1.49069]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31.25),5,"Inestable porque existe landa = [-192.215, -192.214]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31.5),2,"Inestable porque existe landa = [-6.51692, -6.51691]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31.5),3,"Inestable porque existe landa = [-1.69334, -1.69333]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31.75),3,"Inestable porque existe landa = [-1.89329, -1.89328]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-31.75),5,"Inestable porque existe landa = [-206.613, -206.612]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32),2,"Inestable porque existe landa = [-6.69582, -6.69581]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32),3,"Inestable porque existe landa = [-2.09051, -2.0905]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32),4,"Inestable porque existe landa = [-181.995, -181.994]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32.25),2,"Inestable porque existe landa = [-6.7832, -6.78319]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32.25),3,"Inestable porque existe landa = [-2.28498, -2.28497]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32.5),2,"Inestable porque existe landa = [-6.86923, -6.86922]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32.5),3,"Inestable porque existe landa = [-2.47671, -2.4767]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32.75),3,"Inestable porque existe landa = [32.6504, 32.6505]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-32.75),5,"Inestable porque existe landa = [-235.694, -235.693]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-33.25),2,"Inestable porque existe landa = [-7.11957, -7.11956]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-33.25),3,"Inestable porque existe landa = [-3.0357, -3.03569]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-33.25),5,"Inestable porque existe landa = [5.24366, 5.24367]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-33.5),3,"Inestable porque existe landa = [-3.21673, -3.21672]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-33.75),3,"Inestable porque existe landa = [-3.39519, -3.39518]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-34),2,"Inestable porque existe landa = [-7.35888, -7.35886]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-34),3,"Inestable porque existe landa = [-3.57111, -3.5711]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-34.25),2,"Inestable porque existe landa = [-7.43632, -7.43631]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-34.25),3,"Inestable porque existe landa = [-3.74454, -3.74453]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-34.25),4,"Inestable porque existe landa = [-221.468, -221.467]_com con |landa| > 1"
ExactReal{Float64}(-9.5),ExactReal{Float64}(-34.25),5,"Inestable porque existe landa = [-23.6881, -23.688]_com con |landa| > 1"
